ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
10002272,JE737077,2/27/2016 20:41,8989X N MAIN ST,0518,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,2380,3,17,50,16,223210,2318557,2016,2/27/2016 20:41,41.855706,-87.678903
10002273,JE571272,11/16/2019 21:24,6105X N MAIN ST,0240,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,960,25,32,13,3,223656,2318892,2019,11/16/2019 21:24,41.889222,-87.634312
10002274,JE960909,7/6/2015 23:22,6590X N MAIN ST,0524,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,730,25,6,65,2,225509,2318435,2015,7/6/2015 23:22,41.843536,-87.449041
10002275,JE241246,5/8/2017 5:37,5727X N MAIN ST,1183,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,SIDEWALK,TRUE,FALSE,980,14,22,28,8,223536,2318666,2017,5/8/2017 5:37,41.866607,-87.646308
10002276,JE204251,5/28/2020 23:50,6202X N MAIN ST,1114,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,TRUE,FALSE,1330,4,38,21,14,224325,2319559,2020,5/28/2020 23:50,41.955969,-87.56741
10002277,JE250551,5/22/2020 13:43,4303X N MAIN ST,1461,THEFT,$500 AND UNDER,RESIDENCE,TRUE,TRUE,2540,12,19,44,11,222981,2317845,2020,5/22/2020 13:43,41.784542,-87.701897
10002278,JE798150,11/2/2018 15:18,9234X N MAIN ST,1300,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2250,7,37,64,13,224524,2320453,2018,11/2/2018 15:18,42.045342,-87.547577
10002279,JE510756,9/19/2020 9:30,3516X N MAIN ST,0127,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2130,25,19,32,17,223466,2317119,2020,9/19/2020 9:30,41.71193,-87.653327
10002280,JE428069,4/23/2015 14:01,2579X N MAIN ST,1359,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,2490,8,2,63,23,225603,2317394,2015,4/23/2015 14:01,41.73947,-87.439688
10002281,JE429349,11/28/2019 13:36,4448X N MAIN ST,0946,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,RESIDENCE,FALSE,FALSE,490,17,40,64,23,224826,2319499,2019,11/28/2019 13:36,41.949969,-87.517322
10002282,JE262742,10/16/2021 20:51,7412X N MAIN ST,1693,THEFT,FROM BUILDING,STREET,TRUE,FALSE,1130,2,1,22,5,222276,2319280,2021,10/16/2021 20:51,41.928043,-87.772318
10002283,JE573545,3/21/2018 17:02,1673X N MAIN ST,0477,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1780,12,34,73,24,221400,2318583,2018,3/21/2018 17:02,41.858393,-87.859947
10002284,JE453175,10/16/2020 10:54,1138X N MAIN ST,0945,THEFT,$500 AND UNDER,RESIDENCE,TRUE,FALSE,210,23,35,15,6,223241,2318486,2020,10/16/2020 10:54,41.848684,-87.675815
10002285,JE765725,11/29/2020 5:35,0552X N MAIN ST,1295,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,2140,7,27,11,11,224976,2319676,2020,11/29/2020 5:35,41.967612,-87.502357
10002286,JE417452,8/15/2018 22:53,4964X N MAIN ST,0418,THEFT,FROM BUILDING,RESIDENCE,FALSE,TRUE,500,9,45,72,5,222316,2320459,2018,8/15/2018 22:53,42.045999,-87.768341
10002287,JE346106,5/29/2019 23:12,7570X N MAIN ST,0257,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,200,8,5,15,18,223774,2319506,2019,5/29/2019 23:12,41.950624,-87.622575
10002288,JE376373,8/13/2022 3:24,1992X N MAIN ST,1337,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1810,19,27,1,13,222364,2318575,2022,8/13/2022 3:24,41.857588,-87.763508
10002289,JE971177,10/11/2023 17:50,1671X N MAIN ST,1768,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2140,20,9,41,13,223575,2318368,2023,10/11/2023 17:50,41.836886,-87.642452
10002290,JE687411,8/8/2016 20:56,9048X N MAIN ST,1470,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,FALSE,FALSE,840,3,3,29,9,224140,2317767,2016,8/8/2016 20:56,41.776748,-87.585933
10002291,JE427208,6/23/2023 15:04,0160X N MAIN ST,0800,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,1880,23,15,21,11,224456,2319455,2023,6/23/2023 15:04,41.945501,-87.554304
10002292,JE140425,8/2/2021 15:42,8231X N MAIN ST,0839,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,1560,24,18,7,26,225429,2318004,2021,8/2/2021 15:42,41.800469,-87.457045
10002293,JE652145,2/14/2016 10:18,3485X N MAIN ST,0241,ARSON,BY EXPLOSIVE,RESIDENCE,FALSE,TRUE,360,9,23,50,9,224511,2318058,2016,2/14/2016 10:18,41.805875,-87.548874
10002294,JE728771,7/29/2023 7:09,4404X N MAIN ST,1719,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1950,9,2,29,7,223962,2317314,2023,7/29/2023 7:09,41.731415,-87.603753
10002295,JE103890,12/23/2017 17:16,9901X N MAIN ST,0570,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,FALSE,FALSE,370,23,15,51,24,222887,2319045,2017,12/23/2017 17:16,41.904509,-87.711201
10002296,JE174247,12/31/2015 10:11,0071X N MAIN ST,1806,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,SIDEWALK,FALSE,FALSE,670,6,28,58,12,222996,2319371,2015,12/31/2015 10:11,41.93711,-87.700388
10002297,JE353163,3/30/2022 17:35,1436X N MAIN ST,1503,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,300,1,35,52,21,224008,2318715,2022,3/30/2022 17:35,41.87152,-87.599155
10002298,JE507369,1/23/2016 18:10,4729X N MAIN ST,0143,BATTERY,SIMPLE,RESIDENCE,TRUE,TRUE,1220,10,34,52,15,223061,2318659,2016,1/23/2016 18:10,41.865916,-87.693868
10002299,JE633479,3/31/2019 23:49,4135X N MAIN ST,1158,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,TRUE,130,21,16,52,26,224033,2317337,2019,3/31/2019 23:49,41.7338,-87.596653
10002300,JE566108,2/11/2020 6:51,7968X N MAIN ST,1667,THEFT,$500 AND UNDER,RETAIL STORE,TRUE,FALSE,1770,16,21,74,10,225059,2319553,2020,2/11/2020 6:51,41.955383,-87.494068
10002301,JE563837,6/1/2015 12:28,1747X N MAIN ST,1275,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1180,2,3,36,20,223472,2319174,2015,6/1/2015 12:28,41.917416,-87.652708
10002302,JE450421,1/2/2018 11:18,9698X N MAIN ST,0966,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,680,8,15,67,10,222053,2318963,2018,1/2/2018 11:18,41.896321,-87.794698
10002303,JE339926,11/12/2022 20:59,9299X N MAIN ST,0323,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,1840,1,14,30,12,224211,2318340,2022,11/12/2022 20:59,41.834053,-87.578831
10002304,JE711956,6/29/2023 19:03,2951X N MAIN ST,0887,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,990,7,47,50,23,222033,2317647,2023,6/29/2023 19:03,41.764745,-87.796634
10002305,JE576504,5/10/2020 20:41,3547X N MAIN ST,1263,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2050,14,45,20,9,221083,2318278,2020,5/10/2020 20:41,41.827806,-87.891613
10002306,JE986882,9/15/2016 12:59,8619X N MAIN ST,0870,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,2580,22,16,20,16,223552,2318388,2016,9/15/2016 12:59,41.838854,-87.64479
10002307,JE353153,1/31/2020 18:42,4481X N MAIN ST,1280,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,410,25,31,50,15,223420,2317704,2020,1/31/2020 18:42,41.770473,-87.657916
10002308,JE340119,2/5/2019 20:23,5234X N MAIN ST,1047,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,400,23,8,50,5,225116,2318730,2019,2/5/2019 20:23,41.87301,-87.488336
10002309,JE886552,8/3/2021 10:35,4309X N MAIN ST,0905,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,630,19,35,77,15,224603,2317674,2021,8/3/2021 10:35,41.767433,-87.539627
10002310,JE105140,6/7/2022 9:40,3782X N MAIN ST,1327,THEFT,RETAIL THEFT,RESTAURANT,FALSE,FALSE,740,22,9,61,23,223106,2318429,2022,6/7/2022 9:40,41.842924,-87.689342
10002311,JE479706,1/24/2021 22:25,5279X N MAIN ST,0358,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2280,21,4,43,1,224037,2316978,2021,1/24/2021 22:25,41.697877,-87.596203
10002312,JE799633,8/8/2015 21:00,0908X N MAIN ST,0270,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1180,3,27,10,19,222661,2317473,2015,8/8/2015 21:00,41.747325,-87.733841
10002313,JE246082,11/1/2023 8:16,1438X N MAIN ST,1851,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,220,22,48,72,17,222697,2317575,2023,11/1/2023 8:16,41.757578,-87.730229
10002314,JE972633,12/14/2020 18:54,9388X N MAIN ST,1378,THEFT,RETAIL THEFT,OTHER,FALSE,TRUE,1840,22,46,72,13,222020,2319274,2020,12/14/2020 18:54,41.927465,-87.797988
10002315,JE654932,6/12/2017 2:04,2046X N MAIN ST,1111,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2510,15,41,32,21,222432,2318476,2017,6/12/2017 2:04,41.847639,-87.756747
10002316,JE232587,1/26/2019 22:20,1177X N MAIN ST,1681,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,FALSE,FALSE,1500,5,9,3,14,222570,2319991,2019,1/26/2019 22:20,41.999102,-87.742956
10002317,JE503079,2/26/2023 9:25,1035X N MAIN ST,1406,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,2590,23,15,4,5,223219,2318101,2023,2/26/2023 9:25,41.810122,-87.678098
10002318,JE544135,4/21/2016 7:44,8303X N MAIN ST,0487,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1700,20,38,9,14,224695,2317124,2016,4/21/2016 7:44,41.712406,-87.530467
10002319,JE847652,3/3/2015 15:53,9365X N MAIN ST,1603,ROBBERY,ARMED: HANDGUN,RESIDENCE,TRUE,FALSE,550,11,9,69,5,224317,2317317,2015,3/3/2015 15:53,41.731725,-87.568203
10002320,JE499019,7/6/2019 10:51,9872X N MAIN ST,0592,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,SIDEWALK,FALSE,FALSE,760,20,40,,11,224087,2319271,2019,7/6/2019 10:51,41.927154,-87.591253
10002321,JE898606,2/2/2017 8:20,4215X N MAIN ST,0628,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,1430,9,49,32,26,221674,2319335,2017,2/2/2017 8:20,41.933557,-87.832568
10002322,JE221788,8/7/2023 12:45,1219X N MAIN ST,0733,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SIDEWALK,FALSE,FALSE,660,8,3,55,9,222706,2318971,2023,8/7/2023 12:45,41.897121,-87.729395
10002323,JE981759,4/11/2015 15:20,5472X N MAIN ST,0749,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1620,22,43,8,25,222295,2318598,2015,4/11/2015 15:20,41.85986,
10002324,JE280072,11/14/2016 20:49,5839X N MAIN ST,1281,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,480,1,46,35,13,223893,2318098,2016,11/14/2016 20:49,41.809885,-87.610671
10002325,JE514470,4/21/2016 16:26,0369X N MAIN ST,0543,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,FALSE,TRUE,920,17,20,10,18,224365,2319547,2016,4/21/2016 16:26,41.95474,-87.563445
10002326,JE591160,8/1/2018 17:22,3726X N MAIN ST,1577,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,2440,19,13,46,16,222921,2319159,2018,8/1/2018 17:22,41.915905,-87.707897
10002327,JE367235,11/19/2018 18:04,7397X N MAIN ST,0651,ROBBERY,ARMED: HANDGUN,RESIDENCE,FALSE,FALSE,280,3,31,28,13,223343,2318727,2018,11/19/2018 18:04,41.872784,-87.665608
10002328,JE512032,6/13/2017 11:45,7587X N MAIN ST,1867,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,APARTMENT,FALSE,FALSE,360,6,24,72,10,224361,2317897,2017,6/13/2017 11:45,41.789722,-87.563869
10002329,JE479053,5/1/2017 17:01,6520X N MAIN ST,0610,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,TRUE,2520,17,45,19,19,223443,2319633,2017,5/1/2017 17:01,41.96333,-87.655605
10002330,JE979294,2/24/2022 9:35,2807X N MAIN ST,1737,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,FALSE,TRUE,2370,16,44,67,17,223910,2318820,2022,2/24/2022 9:35,41.882046,
10002331,JE899535,12/13/2019 20:14,4762X N MAIN ST,1215,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,570,1,31,18,1,225126,2317802,2019,12/13/2019 20:14,41.780242,-87.487337
10002332,JE365692,4/3/2015 17:35,1137X N MAIN ST,0994,THEFT,RETAIL THEFT,RESIDENCE,TRUE,FALSE,510,16,40,56,25,224994,2317950,2015,4/3/2015 17:35,41.795015,-87.500557
10002333,JE470653,8/29/2018 5:04,5440X N MAIN ST,0287,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,FALSE,FALSE,140,1,24,11,2,222998,2318897,2018,8/29/2018 5:04,41.889734,-87.700171
10002334,JE235078,9/21/2022 15:34,7034X N MAIN ST,1896,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1860,2,1,27,14,225402,2318835,2022,9/21/2022 15:34,41.883568,-87.459757
10002335,JE102957,6/12/2016 13:15,3120X N MAIN ST,1471,THEFT,OVER $500,APARTMENT,TRUE,FALSE,460,21,18,26,15,223627,2318502,2016,6/12/2016 13:15,41.850247,-87.637293
10002336,JE131599,4/14/2016 11:27,9932X N MAIN ST,0329,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,1910,13,15,16,14,221961,2319497,2016,4/14/2016 11:27,41.949742,-87.803837
10002337,JE109699,11/12/2021 21:24,4076X N MAIN ST,0522,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,750,12,18,33,3,223660,2318509,2021,11/12/2021 21:24,41.850955,-87.633934
10002338,JE132115,11/21/2019 3:25,8956X N MAIN ST,0688,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1980,11,36,4,4,223713,2319181,2019,11/21/2019 3:25,41.918194,-87.62869
10002339,JE970460,6/29/2020 18:26,2785X N MAIN ST,1156,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,430,10,7,16,12,224162,2319244,2020,6/29/2020 18:26,41.924414,-87.583796
10002340,JE203510,5/3/2022 17:39,3198X N MAIN ST,0350,THEFT,RETAIL THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,510,23,22,48,6,223770,2318603,2022,5/3/2022 17:39,41.860302,-87.622988
10002341,JE440134,6/29/2016 20:42,8245X N MAIN ST,1815,BURGLARY,FORCIBLE ENTRY,SIDEWALK,FALSE,FALSE,1260,21,29,39,8,224522,2318232,2016,6/29/2016 20:42,41.823246,-87.54777
10002342,JE524245,8/23/2015 19:44,2857X N MAIN ST,0796,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1830,7,39,47,2,223210,2318357,2015,8/23/2015 19:44,41.835786,-87.678988
10002343,JE631148,9/12/2018 11:49,7134X N MAIN ST,1809,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,1240,23,35,71,18,221027,2319005,2018,9/12/2018 11:49,41.900504,-87.897257
10002344,JE349518,12/4/2015 14:28,0326X N MAIN ST,0621,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1010,18,33,1,23,225268,2317537,2015,12/4/2015 14:28,41.753789,-87.473149
10002345,JE966980,2/4/2021 10:27,2151X N MAIN ST,0464,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",APARTMENT,FALSE,FALSE,2380,8,24,43,23,224283,2319093,2021,2/4/2021 10:27,41.909397,-87.571622
10002346,JE872226,2/1/2019 21:38,5778X N MAIN ST,1254,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",SIDEWALK,TRUE,FALSE,920,15,32,77,20,223687,2317899,2019,2/1/2019 21:38,41.789958,-87.631298
10002347,JE119211,8/19/2022 18:12,5005X N MAIN ST,1653,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,FALSE,FALSE,1150,5,29,33,11,222299,2318556,2022,8/19/2022 18:12,41.85566,-87.770087
10002348,JE656381,12/26/2015 2:24,9347X N MAIN ST,1051,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",SIDEWALK,FALSE,FALSE,190,25,7,45,22,223823,2318669,2015,12/26/2015 2:24,41.866916,-87.617642
10002349,JE163740,4/21/2016 21:49,0128X N MAIN ST,1974,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,TRUE,FALSE,790,15,28,10,5,224814,2318694,2016,4/21/2016 21:49,41.869449,-87.51859
10002350,JE820223,10/15/2020 19:37,8124X N MAIN ST,0675,BURGLARY,FORCIBLE ENTRY,SIDEWALK,FALSE,FALSE,370,24,8,32,24,224181,2319755,2020,10/15/2020 19:37,41.975534,-87.5818
10002351,JE589205,3/2/2022 13:30,1723X N MAIN ST,1397,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,940,23,26,7,26,225173,2318626,2022,3/2/2022 13:30,41.862636,-87.482641
10002352,JE968985,11/3/2020 22:43,2385X N MAIN ST,1151,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,1740,,40,66,13,222612,2316389,2020,11/3/2020 22:43,41.638949,-87.738784
10002353,JE515158,9/2/2023 20:49,3977X N MAIN ST,0204,NARCOTICS,POSS: HEROIN(WHITE),STREET,FALSE,FALSE,2390,19,1,1,16,224990,2318955,2023,9/2/2023 20:49,41.895571,-87.500914
10002354,JE785216,11/25/2021 7:37,4870X N MAIN ST,1701,BATTERY,AGGRAVATED,APARTMENT,FALSE,FALSE,1280,,42,33,26,223667,2319183,2021,11/25/2021 7:37,41.918361,-87.633267
10002355,JE879949,6/27/2015 19:28,6981X N MAIN ST,0377,BATTERY,SIMPLE,STREET,FALSE,FALSE,2070,11,19,30,10,223232,2320495,2015,6/27/2015 19:28,42.049541,-87.676776
10002356,JE361604,5/15/2021 20:06,5586X N MAIN ST,1287,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1410,7,40,67,11,223922,2317675,2021,5/15/2021 20:06,41.767585,-87.60771
10002357,JE481549,5/14/2021 11:47,8295X N MAIN ST,1851,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,FALSE,FALSE,1390,25,15,64,11,221908,2318983,2021,5/14/2021 11:47,41.898399,-87.809108
10002358,JE963828,3/11/2021 1:04,3574X N MAIN ST,0727,CRIMINAL DAMAGE,TO PROPERTY,RETAIL STORE,FALSE,FALSE,1350,23,14,8,15,223293,2319080,2021,3/11/2021 1:04,41.908059,
10002359,JE198481,9/13/2022 6:53,3168X N MAIN ST,0747,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1740,21,1,63,17,222158,2318565,2022,9/13/2022 6:53,41.856504,-87.784145
10002360,JE396244,10/3/2016 15:09,0224X N MAIN ST,0583,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,TRUE,FALSE,1140,19,38,44,5,225246,2318534,2016,10/3/2016 15:09,41.853406,-87.475302
10002361,JE902138,8/3/2023 20:02,2265X N MAIN ST,1782,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,TRUE,FALSE,1100,11,13,21,15,223971,2318076,2023,8/3/2023 20:02,41.807699,-87.602882
10002362,JE572373,12/21/2022 7:21,2554X N MAIN ST,0637,BATTERY,AGGRAVATED,SIDEWALK,TRUE,FALSE,230,7,9,17,8,222459,2317153,2022,12/21/2022 7:21,41.71536,-87.754025
10002363,JE713584,4/11/2018 19:27,3982X N MAIN ST,1554,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1040,12,45,58,2,225030,2317308,2018,4/11/2018 19:27,41.730879,-87.496983
10002364,JE304012,6/17/2015 7:26,6851X N MAIN ST,0733,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,STREET,FALSE,FALSE,2480,12,37,36,26,222249,2319102,2015,6/17/2015 7:26,41.910217,-87.77505
10002365,JE794861,8/4/2023 13:10,9783X N MAIN ST,0290,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,470,16,44,2,14,223760,2317749,2023,8/4/2023 13:10,41.774942,-87.623955
10002366,JE667300,7/18/2019 18:06,3881X N MAIN ST,1443,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,160,12,25,38,10,224353,2318422,2019,7/18/2019 18:06,41.842292,-87.564612
10002367,JE487676,10/14/2017 15:42,5306X N MAIN ST,1761,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,FALSE,FALSE,1580,11,4,17,14,223889,2318133,2017,10/14/2017 15:42,41.813322,-87.61102
10002368,JE735138,1/28/2015 17:31,5106X N MAIN ST,1990,BATTERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,690,21,9,63,14,224389,2319515,2015,1/28/2015 17:31,41.951543,-87.561093
10002369,JE137083,2/10/2023 19:38,0479X N MAIN ST,1164,ROBBERY,STRONGARM - NO WEAPON,STREET,TRUE,FALSE,1990,8,26,73,13,225898,2317800,2023,2/10/2023 19:38,41.780006,-87.410135
10002370,JE292667,8/5/2016 21:27,3011X N MAIN ST,0406,BURGLARY,FORCIBLE ENTRY,RETAIL STORE,FALSE,TRUE,1230,12,22,3,13,224302,2318779,2016,8/5/2016 21:27,41.877999,-87.569706
10002371,JE124911,6/2/2015 22:27,1100X N MAIN ST,0797,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,540,2,4,27,19,226067,2319652,2015,6/2/2015 22:27,41.965263,-87.393259
10002372,JE271536,11/10/2021 14:02,1877X N MAIN ST,0883,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,FALSE,FALSE,280,18,42,25,22,222079,2318829,2021,11/10/2021 14:02,41.882982,-87.792047
10002373,JE876609,8/5/2017 12:37,9770X N MAIN ST,0422,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1060,21,40,19,4,223662,2319073,2017,8/5/2017 12:37,41.907332,-87.633716
10002374,JE144169,4/12/2015 11:30,0912X N MAIN ST,1938,THEFT,RETAIL THEFT,RESIDENCE,TRUE,FALSE,2360,5,33,,21,223559,2317908,2015,4/12/2015 11:30,41.790881,-87.644025
10002375,JE750581,1/14/2017 1:29,9170X N MAIN ST,0763,CRIMINAL DAMAGE,TO PROPERTY,OTHER,TRUE,FALSE,1480,18,29,22,18,225157,2319079,2017,1/14/2017 1:29,41.907983,-87.484257
10002376,JE182995,3/3/2017 19:09,2743X N MAIN ST,0963,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,FALSE,FALSE,1510,2,19,34,14,222566,2318967,2017,3/3/2017 19:09,41.896729,-87.74331
10002377,JE614923,7/2/2021 9:20,6691X N MAIN ST,0126,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1160,23,2,55,9,222939,2318466,2021,7/2/2021 9:20,41.846629,-87.706042
10002378,JE479361,11/18/2017 6:58,7554X N MAIN ST,0545,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,FALSE,FALSE,1290,23,17,61,16,223362,2318560,2017,11/18/2017 6:58,41.856019,-87.663708
10002379,JE536809,2/27/2015 17:28,5212X N MAIN ST,1080,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,FALSE,FALSE,2080,2,28,12,5,223660,2318463,2015,2/27/2015 17:28,41.846331,-87.633947
10002380,JE262595,10/20/2021 18:29,6536X N MAIN ST,1169,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,TRUE,TRUE,1630,5,33,19,13,223110,2317517,2021,10/20/2021 18:29,41.75173,-87.68893
10002381,JE128149,3/22/2022 8:48,0022X N MAIN ST,0799,BURGLARY,UNLAWFUL ENTRY,STREET,TRUE,FALSE,1360,3,42,67,14,225500,2317998,2022,3/22/2022 8:48,41.799835,-87.449952
10002382,JE177878,1/16/2023 7:25,6577X N MAIN ST,0874,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1300,19,24,9,5,225512,2319279,2023,1/16/2023 7:25,41.927935,-87.448767
10002383,JE240022,5/19/2016 21:56,9121X N MAIN ST,1502,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1050,22,44,35,3,223357,2318986,2016,5/19/2016 21:56,41.89868,
10002384,JE683180,12/14/2015 18:36,0324X N MAIN ST,1169,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2480,,8,61,1,223016,2319058,2015,12/14/2015 18:36,41.905836,-87.698312
10002385,JE484847,9/7/2022 14:25,2795X N MAIN ST,0180,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,1760,4,47,8,16,225238,2317765,2022,9/7/2022 14:25,41.776557,-87.476184
10002386,JE867567,7/15/2017 22:14,7253X N MAIN ST,1322,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,1890,5,42,38,14,223616,2318966,2017,7/15/2017 22:14,41.896601,-87.638307
10002387,JE153730,10/3/2015 21:05,7684X N MAIN ST,0204,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1370,18,48,47,1,223071,2319447,2015,10/3/2015 21:05,41.944753,-87.692825
10002388,JE271413,7/16/2015 23:09,3763X N MAIN ST,1540,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,540,2,6,2,22,222113,2318456,2015,7/16/2015 23:09,41.845613,-87.788669
10002389,JE382098,4/11/2020 15:23,7549X N MAIN ST,1481,THEFT,RETAIL THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1790,11,41,30,20,222777,2318205,2020,4/11/2020 15:23,41.820501,-87.722206
10002390,JE463382,5/24/2023 14:28,2480X N MAIN ST,0885,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,1840,20,49,34,22,223608,2318866,2023,5/24/2023 14:28,41.886623,-87.639187
10002391,JE562221,12/8/2015 19:25,4780X N MAIN ST,0180,ASSAULT,SIMPLE,STREET,TRUE,FALSE,2110,22,24,12,7,223036,2318973,2015,12/8/2015 19:25,,-87.696369
